,Ratings,Full_review
10891,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10892,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10893,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
10894,5,"To be honest, didn't have much expectation with the mid-ranger but I was amazed at how well it is suited for day-to-day work.  I just wanted a clean UI, quick and responsive phone. (I upgraded from SD435) The moto glass is lightyears better than a notification light.  Moto's little tweaks are way too awesome."
10895,4,A very good budget oriented phone. Camera is adequate for an average user . A battery which lasts almost 2 days( average use) Big in size which is good for gamers and multimedia users . Clean stock Android experience and guaranteed security updates.
10896,4,"A Great phone to gift your parents or guardians as they don't do much with the phone Camera, good features and compact phone, the Camera could have been better !!! Great battery backup upto 2days on moderate to heavy useage. Smooth Android Experience,"
10897,4,"Moto g30 is a superb phone and value for money. The clean android experience with good signal strength, thanks to 2x2 mimo technology, and call clarity. The display and features are really good. In fact I got fed up with my samsung A70S which I bought 1 year ago. So was doubting about the display because I am used to super amoled screen. But my overall experience with motog30 is completely satisfactory. Thanks to flipkart for delivering the phone in 24hrs."
10898,5,"Moto G30 is overall a budgeted smart phone. Its camera is lagging for 1-2 seconds when u click pic. Also it doesn't have a auto adjustment brightness feature. I had read in other people's comments that display is not upto the mark, but i felt display is nice and smooth. Finishing is awesome and mobile didn't feel heavy also. One can go for it rather than going in MI or realme having short life span."
10899,4,"Camera is not as expected eventhough it's not an issue, battery life is good, complete day I used whatsapp and 4g browsing it's taken only 35 percent so battery optimization is very good. And call quality is decent level. User interface is slightly difference from others, even it's hd+ display, it's better including outdoor and nice refresh rate as I am using only auto mode. Also network speed is fine .I feel if need only call and browse as professionally, this is value for money. Did not try..."
10900,5,"Best look, perfect camera with n number of options, perfect battery backup, sound is just too awesome seems like I'm playing on speakers, screen size is big, came with a back cover in the pack. Perfect option under this price range."
10901,5,"I am impressed with it's Stock android UI and features. Camra and is better than average. It can shoot like 32 MP flagship camera. Display quality is average. Camera app is little bit lagging I hope it will be improved by app updates. But MOTO can improve your some features.ie 1. Add convert in their CALCULATOR. 2. Record voice of video in SCREEN RECORDING. 3. Give app lock in SECURITY SETTING. 4. Give feature to adding other video, audio and photo in the middle of video in VIDEO EDITOR"
10902,5,"A Budget Champ from Motorola. In first impression I've seen lots of new addition of customisation in stock android. New camera interface, UI customize tool, battery charging options, and lots more. My virdict are as follows Pros : 1. Nice 720P display 2. 5000 mah battery with 20w turbo adapter 3. 4/64 GB - 48 GB available for use 4. Qualcomm Snapdragon 662 - Adreno 610 5. Stock android with Android 11 out of the box Cons : 1. First ever in stock android I've seen companies software not ..."
10903,4,"Yes, the camera is not the best, the screen could have had some fine tuning, but the fact is, this is a no nonsense phone for the average Joe. I'm happy! Ratings: Design: 4 (The phone rarely looks like it does in the pictures above, more often than not, purple and even shades of green under inflorescent bulbs! But it's still classy.) Camera: 3 (It's there!) Performence: 4 (minor stutters occasionally, nothing worrying) Display: 3.5 (nothing a software update couldn't fix)) Ergonomics: 3 ( the..."
